--- Atoms: 
T('140', '4249') Truth=[0]
T('715', '628') Truth=[0]
T('4991', '1091') Truth=[0]
T('275', '4409') Truth=[0]
T('1441', '296') Truth=[0.59]
T('3135', '3740') Truth=[0]
T('4568', '2127') Truth=[0]
T('2011', '3070') Truth=[0]
T('2902', '1353') Truth=[0]
T('2811', '2809') Truth=[0.42]
T('3817', '4988') Truth=[0]
T('1964', '2409') Truth=[0]
T('3125', '2578') Truth=[0]
T('2490', '1711') Truth=[0.09]
T('369', '4279') Truth=[0.59]
T('3288', '4176') Truth=[0.59]
T('2811', '2812') Truth=[0.19]
T('1111', '3293') Truth=[0.59]
T('2812', '2809') Truth=[0]
T('4194', '1641') Truth=[0.59]
T('2080', '3901') Truth=[0]
T('4733', '4568') Truth=[0.59]
T('2733', '763') Truth=[0]
T('3135', '3758') Truth=[0.59]
T('4377', '486') Truth=[0.59]
T('2843', '342') Truth=[0]
T('3605', '1721') Truth=[0]
T('2491', '1711') Truth=[0.09]
T('2812', '2810') Truth=[0]
T('4048', '4734') Truth=[0.59]
T('2213', '1584') Truth=[0.59]
T('2900', '526') Truth=[0.59]
T('2637', '1853') Truth=[0]
T('1424', '2658') Truth=[0.59]
T('1526', '1031') Truth=[0]
T('4469', '3739') Truth=[0.59]
T('2070', '1411') Truth=[0]
T('1651', '3004') Truth=[0]
T('4062', '4518') Truth=[0]
T('2910', '2574') Truth=[0.59]
T('4062', '4516') Truth=[0]
T('2842', '342') Truth=[0]
T('1898', '0') Truth=[0.59]
T('1359', '1256') Truth=[0]
T('3533', '876') Truth=[0]
T('4026', '200') Truth=[0]
T('3570', '2500') Truth=[0]
T('4991', '2376') Truth=[0.59]
T('172', '4756') Truth=[0.59]
T('172', '4757') Truth=[0.59]
T('3491', '418') Truth=[0.59]
T('3592', '131') Truth=[0]
T('1796', '3948') Truth=[0]
T('1579', '4386') Truth=[0]
T('4023', '244') Truth=[0]
T('1579', '4382') Truth=[0]
T('2263', '2264') Truth=[0.59]
T('3442', '1822') Truth=[0.19]
T('3244', '4612') Truth=[0.59]
T('2540', '4266') Truth=[0.59]
T('2330', '2303') Truth=[0.59]
T('2766', '346') Truth=[0.59]
T('20', '4229') Truth=[0.59]
T('3820', '2203') Truth=[0.59]
T('629', '2993') Truth=[0.59]
T('4836', '4231') Truth=[0.59]
T('4020', '209') Truth=[0.59]
T('2691', '2457') Truth=[0.59]
T('2677', '1371') Truth=[0]
T('1891', '0') Truth=[0.59]
T('3200', '385') Truth=[0.59]
T('3572', '357') Truth=[0.59]
T('93', '305') Truth=[0]
T('3487', '2671') Truth=[0.59]
T('4192', '2959') Truth=[0.59]
T('3809', '1101') Truth=[0.59]
T('1796', '495') Truth=[0.59]
T('4666', '3161') Truth=[0]
T('645', '2712') Truth=[0.59]
T('1964', '249') Truth=[0]
T('2637', '4081') Truth=[0]
T('4990', '4992') Truth=[0]
T('2961', '3252') Truth=[0.15]
T('2692', '3785') Truth=[0.59]
T('3597', '3586') Truth=[0.59]
T('2184', '143') Truth=[0.59]
T('4298', '3975') Truth=[0.08]
T('4799', '758') Truth=[0.59]
T('1866', '1387') Truth=[0]
T('4992', '4990') Truth=[0]
T('3921', '3274') Truth=[0]
T('1983', '3489') Truth=[0]
T('631', '715') Truth=[0]
T('4717', '2175') Truth=[0.59]
T('668', '366') Truth=[0.59]
T('985', '988') Truth=[0.59]
T('985', '987') Truth=[0.59]
T('3535', '1694') Truth=[0.59]
T('1466', '3405') Truth=[0.59]
T('3082', '3438') Truth=[0.59]
T('225', '3753') Truth=[0]
T('1865', '1387') Truth=[0]
T('1188', '1410') Truth=[0]
T('4668', '4486') Truth=[0.59]
T('223', '2444') Truth=[0.59]
T('4668', '4487') Truth=[0.49]
T('2755', '487') Truth=[0.59]
T('2931', '102') Truth=[0.59]
T('2487', '4058') Truth=[0.12]
T('569', '636') Truth=[0]
T('4717', '2106') Truth=[0.59]
T('1413', '2766') Truth=[0.59]
T('205', '526') Truth=[0.06]
T('3223', '2242') Truth=[0.59]
T('3591', '3592') Truth=[0.59]
T('2686', '2508') Truth=[0.59]
T('4956', '610') Truth=[0.05]
T('572', '569') Truth=[0]
T('4175', '1884') Truth=[0]
T('4169', '1995') Truth=[0]
T('1468', '2105') Truth=[0.59]
T('3592', '3591') Truth=[0.32]
T('3719', '465') Truth=[0.59]
T('3223', '2253') Truth=[0.19]
T('2440', '4500') Truth=[0.59]
T('3595', '3550') Truth=[0.59]
T('2582', '2839') Truth=[0.59]
T('1526', '4943') Truth=[0]
T('2307', '1340') Truth=[0.51]
T('2692', '3741') Truth=[0]
T('1937', '1410') Truth=[0]
T('4267', '843') Truth=[0]
T('3487', '2648') Truth=[0]
T('4733', '4512') Truth=[0.59]
T('4245', '4175') Truth=[0]
T('4399', '4988') Truth=[0]
T('1869', '1387') Truth=[0.59]
T('3749', '2236') Truth=[0]
T('2527', '3151') Truth=[0.59]
T('1828', '1829') Truth=[0.19]
T('754', '1036') Truth=[0.59]
T('2855', '3609') Truth=[0]
T('754', '1038') Truth=[0.59]
T('4245', '1908') Truth=[0]
T('2777', '1083') Truth=[0.59]
T('1942', '3961') Truth=[0.59]
T('3441', '1822') Truth=[0]
T('653', '3974') Truth=[0.59]
T('1636', '4500') Truth=[0.59]
T('4150', '3004') Truth=[0]
T('1877', '2578') Truth=[0.59]
T('4245', '4164') Truth=[0]
T('4526', '495') Truth=[0.59]
T('1868', '1387') Truth=[0]
T('2308', '2682') Truth=[0]
T('4228', '3189') Truth=[0]
T('1557', '4675') Truth=[0.15]
T('2692', '89') Truth=[0]
T('2692', '87') Truth=[0]
T('3615', '849') Truth=[0]
T('3591', '2346') Truth=[0]
T('2692', '86') Truth=[0]
T('3433', '4289') Truth=[0]
T('733', '15') Truth=[0.59]
T('2911', '495') Truth=[0.59]
T('1565', '4538') Truth=[0.59]
T('3684', '2196') Truth=[0]
T('205', '457') Truth=[0.06]
T('569', '560') Truth=[0]
T('1565', '4539') Truth=[0.59]
T('1340', '2789') Truth=[0]
T('4556', '3621') Truth=[0.59]
T('4227', '3189') Truth=[0]
T('3592', '2346') Truth=[0]
T('3752', '2237') Truth=[0.59]
T('2692', '74') Truth=[0]
T('3614', '849') Truth=[0.59]
T('4026', '3741') Truth=[0]
T('1983', '3532') Truth=[0]
T('1908', '1884') Truth=[0]
T('2270', '3524') Truth=[0]
T('1565', '4527') Truth=[0.59]
T('205', '447') Truth=[0.06]
T('1983', '2206') Truth=[0]
T('2170', '41') Truth=[0]
T('1547', '3481') Truth=[0.19]
T('2692', '69') Truth=[0]
T('4560', '2238') Truth=[0.59]
T('1964', '1177') Truth=[0]
T('2692', '68') Truth=[0]
T('1872', '1310') Truth=[0]
T('2000', '4596') Truth=[0.59]
T('3026', '769') Truth=[0]
T('2692', '70') Truth=[0]
T('3613', '849') Truth=[0]
T('1401', '2921') Truth=[0.59]
T('714', '2712') Truth=[0]
T('3645', '2648') Truth=[0]
T('653', '3896') Truth=[0.59]
T('3766', '4705') Truth=[0]
T('2755', '526') Truth=[0.59]
T('86', '69') Truth=[0]
T('86', '68') Truth=[0]
T('3965', '1903') Truth=[0.59]
T('1086', '4014') Truth=[0.59]
T('569', '572') Truth=[0]
T('1440', '2494') Truth=[0.59]
T('1830', '1828') Truth=[0]
T('86', '74') Truth=[0]
T('2262', '3600') Truth=[0.59]
T('4023', '3741') Truth=[0]
T('1347', '1423') Truth=[0.59]
T('1830', '1829') Truth=[0.59]
T('86', '70') Truth=[0]
T('1765', '1766') Truth=[0]
T('491', '1399') Truth=[0]
T('2127', '1796') Truth=[0]
T('4551', '4989') Truth=[0]
T('4556', '4927') Truth=[0.59]
T('2892', '4559') Truth=[0]
T('1426', '569') Truth=[0]
T('205', '495') Truth=[0.59]
T('1574', '4429') Truth=[0.59]
T('87', '69') Truth=[0]
T('87', '68') Truth=[0]
T('1426', '560') Truth=[0]
T('2410', '2353') Truth=[0.59]
T('2043', '4072') Truth=[0.59]
T('1237', '1842') Truth=[0]
T('2532', '4409') Truth=[0]
T('2422', '3507') Truth=[0.59]
T('2183', '240') Truth=[0.59]
T('87', '74') Truth=[0]
T('2092', '1227') Truth=[0.59]
T('1568', '4539') Truth=[0.59]
T('4018', '2509') Truth=[0]
T('86', '89') Truth=[0]
T('3481', '1410') Truth=[0]
T('2892', '4560') Truth=[0]
T('1568', '4538') Truth=[0.59]
T('86', '87') Truth=[0]
T('4175', '1908') Truth=[0]
T('87', '70') Truth=[0]
T('2916', '464') Truth=[0]
T('1009', '222') Truth=[0.59]
T('3464', '834') Truth=[0]
T('1331', '744') Truth=[0.59]
T('205', '487') Truth=[0.06]
T('2658', '828') Truth=[0.59]
T('1426', '572') Truth=[0]
T('4175', '4188') Truth=[0]
T('3578', '1218') Truth=[0.59]
T('610', '1711') Truth=[0.05]
T('3851', '3273') Truth=[0]
T('3740', '2384') Truth=[0]
T('4695', '1984') Truth=[0.59]
T('2198', '3554') Truth=[0.59]
T('87', '86') Truth=[0]
T('3838', '2180') Truth=[0]
T('4963', '1468') Truth=[0.59]
T('1394', '2182') Truth=[0]
T('1568', '4527') Truth=[0.59]
T('158', '159') Truth=[0.59]
T('2509', '3481') Truth=[0.37]
T('3223', '2306') Truth=[0.59]
T('1983', '2234') Truth=[0]
T('3578', '3880') Truth=[0.59]
T('87', '89') Truth=[0]
T('582', '41') Truth=[0.17]
T('89', '69') Truth=[0]
T('89', '68') Truth=[0]
T('3223', '3641') Truth=[0.59]
T('3438', '4215') Truth=[0.59]
T('3719', '521') Truth=[0.59]
T('2633', '4142') Truth=[0]
T('87', '3805') Truth=[0]
T('4233', '3050') Truth=[0]
T('3752', '2210') Truth=[0]
T('4024', '3741') Truth=[0.59]
T('4370', '552') Truth=[0.59]
T('4370', '553') Truth=[0.59]
T('89', '74') Truth=[0]
T('1794', '573') Truth=[0]
T('89', '70') Truth=[0]
T('1983', '2220') Truth=[0]
T('1884', '3817') Truth=[0]
T('4226', '3189') Truth=[0.59]
T('2335', '257') Truth=[0.59]
T('301', '2308') Truth=[0]
T('1983', '2228') Truth=[0]
T('1964', '1116') Truth=[0]
T('1096', '828') Truth=[0.59]
T('1905', '1852') Truth=[0]
T('3950', '4287') Truth=[0.59]
T('89', '86') Truth=[0]
T('116', '631') Truth=[0]
T('4654', '4648') Truth=[0]
T('89', '87') Truth=[0]
T('2308', '590') Truth=[0]
T('2417', '177') Truth=[0.59]
T('2417', '179') Truth=[0.59]
T('158', '164') Truth=[0.59]
T('2351', '2146') Truth=[0.59]
T('158', '163') Truth=[0.59]
T('3475', '2818') Truth=[0.59]
T('4641', '3496') Truth=[0]
T('158', '165') Truth=[0.59]
T('1908', '4081') Truth=[0]
T('2040', '4072') Truth=[0]
T('3851', '4551') Truth=[0]
T('410', '3246') Truth=[0]
T('30', '1833') Truth=[0]
T('4175', '4149') Truth=[0]
T('116', '628') Truth=[0]
T('4485', '2255') Truth=[0]
T('681', '2200') Truth=[0]
T('4379', '3967') Truth=[0.59]
T('366', '4212') Truth=[0.59]
T('3591', '4944') Truth=[0]
T('4641', '2193') Truth=[0]
T('2706', '1990') Truth=[0]
T('1753', '4077') Truth=[0]
T('3743', '3632') Truth=[0.59]
T('2346', '3591') Truth=[0.47]
T('2346', '3592') Truth=[0.06]
T('459', '4064') Truth=[0.59]
T('4379', '2645') Truth=[0.59]
T('89', '3805') Truth=[0]
T('3645', '463') Truth=[0.15]
T('68', '1491') Truth=[0]
T('297', '1917') Truth=[0]
T('1964', '2418') Truth=[0.59]
T('4654', '4652') Truth=[0]
T('4299', '565') Truth=[0]
T('1643', '4495') Truth=[0]
T('4654', '4653') Truth=[0.17]
T('4299', '566') Truth=[0]
T('4175', '4164') Truth=[0]
T('2042', '4072') Truth=[0.59]
T('1115', '3259') Truth=[0.59]
T('1197', '523') Truth=[0.59]
T('4654', '4650') Truth=[0]
T('69', '1491') Truth=[0]
T('223', '273') Truth=[0.59]
T('4650', '4648') Truth=[0]
T('2913', '2597') Truth=[0.59]
T('4991', '207') Truth=[0.59]
T('714', '1493') Truth=[0]
T('1908', '1853') Truth=[0]
T('2344', '3554') Truth=[0.59]
T('2914', '2597') Truth=[0.59]
T('1964', '1143') Truth=[0]
T('86', '3875') Truth=[0]
T('3467', '2902') Truth=[0]
T('3566', '3976') Truth=[0.59]
T('2036', '4120') Truth=[0.59]
T('1787', '639') Truth=[0.59]
T('2863', '102') Truth=[0.59]
T('3462', '2968') Truth=[0.59]
T('223', '271') Truth=[0.59]
T('3735', '3734') Truth=[0.59]
T('102', '2931') Truth=[0]
T('4651', '4653') Truth=[0.59]
T('3784', '3157') Truth=[0.59]
T('1028', '4715') Truth=[0.59]
T('625', '2940') Truth=[0]
T('4223', '3146') Truth=[0.59]
T('3005', '4005') Truth=[0]
T('2411', '3607') Truth=[0]
T('87', '3875') Truth=[0]
T('249', '2149') Truth=[0]
T('2753', '526') Truth=[0]
T('3468', '2902') Truth=[0]
T('3257', '4571') Truth=[0.59]
T('3422', '4362') Truth=[0.59]
T('4430', '1520') Truth=[0.59]
T('1864', '2727') Truth=[0.59]
T('680', '2248') Truth=[0.59]
T('3808', '19') Truth=[0]
T('2809', '1656') Truth=[0]
T('3422', '4361') Truth=[0.59]
T('1858', '1508') Truth=[0.59]
T('2508', '3425') Truth=[0]
T('4650', '4652') Truth=[0]
T('4650', '4653') Truth=[0.14]
T('3423', '4350') Truth=[0]
T('2744', '652') Truth=[0]
T('834', '3570') Truth=[0]
T('2706', '1964') Truth=[0]
T('3678', '3542') Truth=[0]
T('2706', '4281') Truth=[0.59]
T('2859', '3776') Truth=[0.59]
T('154', '2216') Truth=[0]
T('463', '2976') Truth=[0.59]
T('1492', '4521') Truth=[0.59]
T('205', '2527') Truth=[0]
T('1492', '4522') Truth=[0.59]
T('2929', '60') Truth=[0.17]
T('385', '876') Truth=[0]
T('3406', '4695') Truth=[0.59]
T('2460', '4428') Truth=[0]
T('2460', '4424') Truth=[0]
T('2018', '4494') Truth=[0.59]
T('719', '2674') Truth=[0.59]
T('3834', '2219') Truth=[0]
T('1492', '4514') Truth=[0.59]
T('3487', '604') Truth=[0.59]
T('4621', '1195') Truth=[0.59]
T('2335', '3790') Truth=[0.05]
T('2811', '1656') Truth=[0.59]
T('3200', '2658') Truth=[0.59]
T('2555', '4266') Truth=[0.59]
T('2455', '3204') Truth=[0.59]
T('629', '2818') Truth=[0.59]
T('4590', '4584') Truth=[0]
T('2448', '2007') Truth=[0.12]
T('709', '628') Truth=[0]
T('3556', '1562') Truth=[0]
T('3749', '249') Truth=[0]
T('1', '4980') Truth=[0.59]
T('1583', '4386') Truth=[0]
T('264', '3131') Truth=[0.59]
T('2343', '1005') Truth=[0]
T('2812', '1656') Truth=[0]
T('1583', '4382') Truth=[0]
T('1400', '867') Truth=[0.59]
T('2306', '634') Truth=[0.59]
T('3200', '3994') Truth=[0.59]
T('1478', '3419') Truth=[0]
T('2456', '3206') Truth=[0]
T('1949', '2712') Truth=[0.59]
T('625', '2850') Truth=[0]
T('205', '2533') Truth=[0.01]
T('4124', '4802') Truth=[0.59]
T('2347', '4958') Truth=[0]
T('4642', '2210') Truth=[0]
T('678', '3554') Truth=[0.59]
T('1', '4994') Truth=[0.59]
T('1901', '1904') Truth=[0.59]
T('3472', '2902') Truth=[0]
T('2486', '1917') Truth=[0]
T('1908', '4175') Truth=[0]
T('625', '1554') Truth=[0]
T('2206', '970') Truth=[0.59]
T('2206', '971') Truth=[0.14]
T('2206', '972') Truth=[0.14]
T('2206', '973') Truth=[0.59]
T('2863', '2316') Truth=[0]
T('2682', '590') Truth=[0]
T('4736', '3332') Truth=[0.59]
T('667', '1099') Truth=[0.59]
T('2206', '968') Truth=[0.06]
T('4045', '3554') Truth=[0.59]
T('2206', '969') Truth=[0.59]
T('1908', '4164') Truth=[0]
T('559', '1497') Truth=[0]
T('4', '3') Truth=[0.59]
T('2753', '2755') Truth=[0]
T('4360', '2875') Truth=[0]
T('2744', '1579') Truth=[0]
T('1449', '384') Truth=[0.59]
T('3401', '3399') Truth=[0.59]
T('4048', '3554') Truth=[0]
T('1969', '56') Truth=[0.52]
T('3556', '1521') Truth=[0]
T('3975', '1855') Truth=[0.59]
T('4285', '758') Truth=[0]
T('1956', '2637') Truth=[0.12]
T('3406', '2012') Truth=[0.59]
T('264', '3171') Truth=[0.59]
T('650', '3802') Truth=[0]
T('4584', '3316') Truth=[0]
T('3487', '628') Truth=[0]
T('2755', '2753') Truth=[0.19]
T('1914', '4028') Truth=[0]
T('633', '1423') Truth=[0.59]
T('3975', '1863') Truth=[0.59]
T('1914', '4026') Truth=[0]
T('2680', '586') Truth=[0.59]
T('1914', '4024') Truth=[0]
T('3758', '3564') Truth=[0]
T('301', '140') Truth=[0.07]
T('1035', '2077') Truth=[0]
T('1956', '495') Truth=[0.59]
T('2155', '1466') Truth=[0]
T('2155', '1467') Truth=[0]
T('1048', '4539') Truth=[0.59]
T('2932', '249') Truth=[0.59]
T('1048', '4538') Truth=[0.59]
T('849', '4675') Truth=[0.59]
T('1964', '353') Truth=[0.59]
T('1964', '351') Truth=[0.59]
T('3578', '406') Truth=[0.59]
T('2671', '628') Truth=[0]
T('2667', '713') Truth=[0]
T('1359', '2602') Truth=[0.59]
T('3741', '244') Truth=[0]
T('4035', '1017') Truth=[0.59]
T('2671', '631') Truth=[0.23]
T('1783', '2827') Truth=[0.59]
T('4018', '402') Truth=[0]
T('2376', '4596') Truth=[0.14]
T('1783', '2826') Truth=[0.59]
T('4506', '1644') Truth=[0]
T('1048', '4527') Truth=[0.59]
T('2179', '368') Truth=[0.19]
T('1188', '1547') Truth=[0]
T('2385', '4456') Truth=[0.59]
T('2443', '4640') Truth=[0.59]
T('1964', '335') Truth=[0.59]
T('3200', '485') Truth=[0]
T('1347', '2766') Truth=[0.59]
T('4044', '2212') Truth=[0.59]
T('4608', '2691') Truth=[0.59]
T('3749', '1084') Truth=[0]
T('4736', '3306') Truth=[0.59]
T('2272', '2273') Truth=[0.59]
T('1964', '349') Truth=[0.59]
T('1964', '348') Truth=[0.59]
T('4836', '4361') Truth=[0.59]
T('4836', '4362') Truth=[0.59]
T('2278', '3537') Truth=[0.59]
T('3609', '4053') Truth=[0]
T('3609', '4051') Truth=[0]
T('1943', '2772') Truth=[0]
T('3767', '4705') Truth=[0]
T('2674', '642') Truth=[0]
T('641', '2696') Truth=[0.59]
T('565', '566') Truth=[0]
T('485', '1427') Truth=[0]
T('641', '2699') Truth=[0.59]
T('223', '1027') Truth=[0.59]
T('1943', '2773') Truth=[0]
T('3049', '555') Truth=[0.59]
T('2900', '2755') Truth=[0]
T('2900', '2753') Truth=[0.13]
T('2306', '1469') Truth=[0.59]
T('4029', '3741') Truth=[0]
T('2902', '2733') Truth=[0]
T('1937', '1547') Truth=[0]
T('3482', '629') Truth=[0.59]
T('686', '2196') Truth=[0]
T('3741', '200') Truth=[0]
T('3768', '4705') Truth=[0]
T('625', '714') Truth=[0]
T('4114', '130') Truth=[0]
T('2039', '1975') Truth=[0]
T('2637', '4164') Truth=[0]
T('2376', '3226') Truth=[0.59]
T('1476', '3419') Truth=[0]
T('631', '603') Truth=[0]
T('2533', '3151') Truth=[0.59]
T('2321', '2546') Truth=[0.59]
T('1198', '1430') Truth=[0]
T('3541', '2998') Truth=[0]
T('3229', '4975') Truth=[0.59]
T('205', '428') Truth=[0.06]
T('124', '1305') Truth=[0.59]
T('1297', '2499') Truth=[0]
T('124', '1309') Truth=[0.59]
T('4282', '703') Truth=[0]
T('3769', '4705') Truth=[0.44]
T('1440', '39') Truth=[0.59]
T('3764', '4762') Truth=[0.74]
T('3645', '2671') Truth=[0.59]
T('1990', '2192') Truth=[0]
T('2637', '4175') Truth=[0]
T('2270', '3576') Truth=[0.59]
T('4265', '991') Truth=[0.59]
T('643', '1357') Truth=[0.42]
T('1197', '1432') Truth=[0.59]
T('2929', '346') Truth=[0.17]
T('1671', '1975') Truth=[0]
T('1197', '1428') Truth=[0.59]
T('2949', '2243') Truth=[0.59]
T('551', '2816') Truth=[0.59]
T('2637', '1908') Truth=[0]
T('631', '623') Truth=[0]
T('646', '3975') Truth=[0.04]
T('4702', '232') Truth=[0]
T('2692', '3875') Truth=[0]
T('2863', '4923') Truth=[0]
T('551', '2815') Truth=[0.59]
T('631', '628') Truth=[0]
T('116', '2759') Truth=[0]
T('4299', '2707') Truth=[0]
T('2911', '2615') Truth=[0.59]
T('2638', '4178') Truth=[0]
T('1013', '192') Truth=[0]
T('2427', '3554') Truth=[0.59]
T('1013', '193') Truth=[0]
T('1296', '2499') Truth=[0]
T('4556', '3759') Truth=[0.59]
T('2422', '0') Truth=[0.59]
T('3958', '3062') Truth=[0.59]
T('2690', '3948') Truth=[0]
T('4139', '3403') Truth=[0]
T('2624', '3090') Truth=[0]
T('4296', '2800') Truth=[0.59]
T('625', '640') Truth=[0]
T('3377', '1922') Truth=[0.59]
T('87', '244') Truth=[0]
T('652', '3774') Truth=[0]
T('3808', '3925') Truth=[0]
T('625', '645') Truth=[0]
T('3835', '116') Truth=[0]
T('2188', '1199') Truth=[0]
T('227', '3554') Truth=[0.59]
T('2410', '1185') Truth=[0.59]
T('3958', '3057') Truth=[0.59]
T('1296', '3851') Truth=[0]
T('4546', '1260') Truth=[0]
T('3958', '3058') Truth=[0.59]
T('3958', '3059') Truth=[0.59]
T('2527', '3335') Truth=[0.59]
T('2634', '4273') Truth=[0.59]
T('4188', '4149') Truth=[0.59]
T('3771', '4705') Truth=[0]
T('383', '2962') Truth=[0.59]
T('2781', '1176') Truth=[0.74]
T('2692', '3930') Truth=[0.59]
T('1040', '3336') Truth=[0]
T('3220', '2487') Truth=[0.42]
T('761', '3344') Truth=[0.59]
T('2011', '3208') Truth=[0]
T('4025', '3875') Truth=[0]
T('3858', '2007') Truth=[0.12]
T('116', '2650') Truth=[0]
T('2637', '4245') Truth=[0]
T('3772', '4705') Truth=[0]
T('599', '3554') Truth=[0.59]
T('819', '4936') Truth=[0]
T('3481', '1585') Truth=[0.16]
T('89', '244') Truth=[0]
T('4188', '4175') Truth=[0]
T('4621', '2505') Truth=[0.59]
T('3478', '2991') Truth=[0.59]
T('2898', '3335') Truth=[0]
T('2420', '0') Truth=[0.59]
T('2540', '3113') Truth=[0.59]
T('2578', '1800') Truth=[0]
T('2304', '1585') Truth=[0]
T('3754', '1005') Truth=[0]
T('2578', '1801') Truth=[0]
T('3005', '1967') Truth=[0]
T('4732', '4730') Truth=[0.59]
T('19', '4142') Truth=[0.59]
T('2206', '1834') Truth=[0.59]
T('2417', '2456') Truth=[0.59]
T('4715', '1028') Truth=[0.59]
T('3438', '3046') Truth=[0.59]
T('4188', '4164') Truth=[0]
T('1964', '1288') Truth=[0.59]
T('2650', '978') Truth=[0]
T('1426', '636') Truth=[0.59]
T('3749', '1116') Truth=[0]
T('2688', '2719') Truth=[0.59]
T('2430', '3554') Truth=[0.59]
T('3478', '2994') Truth=[0]
T('1899', '322') Truth=[0.49]
T('3181', '2017') Truth=[0.59]
T('116', '2671') Truth=[0]
T('583', '208') Truth=[0.59]
T('1964', '1280') Truth=[0]
T('4978', '1402') Truth=[0.59]
T('1583', '4405') Truth=[0]
T('4718', '4910') Truth=[0.59]
T('2919', '565') Truth=[0]
T('4284', '1616') Truth=[0.59]
T('140', '2308') Truth=[0]
T('1292', '1289') Truth=[0.59]
T('4716', '4936') Truth=[0.19]
T('2630', '4276') Truth=[0]
T('3565', '685') Truth=[0]
T('4537', '1369') Truth=[0.59]
T('2630', '4273') Truth=[0]
T('4716', '4941') Truth=[0]
T('667', '4921') Truth=[0.59]
T('4716', '4942') Truth=[0]
T('726', '68') Truth=[0.42]
T('1291', '1292') Truth=[0.59]
T('726', '69') Truth=[0]
T('1934', '2955') Truth=[0.59]
T('1884', '2637') Truth=[0]
T('1291', '1289') Truth=[0.59]
T('4017', '1302') Truth=[0.59]
T('2680', '1415') Truth=[0.59]
T('2671', '709') Truth=[0.11]
T('3805', '3928') Truth=[0]
T('4705', '3766') Truth=[0.09]
T('4705', '3767') Truth=[0.04]
T('1475', '4802') Truth=[0]
T('2347', '206') Truth=[0]
T('70', '2575') Truth=[0.59]
T('3220', '2441') Truth=[0.59]
T('4705', '3771') Truth=[0]
T('4705', '3772') Truth=[0]
T('2932', '1177') Truth=[0]
T('2932', '1176') Truth=[0.59]
T('3564', '685') Truth=[0]
T('2784', '3764') Truth=[0]
T('749', '2279') Truth=[0.59]
T('2261', '3752') Truth=[0]
T('3856', '2007') Truth=[0.12]
T('715', '2633') Truth=[0.59]
T('1991', '3554') Truth=[0.59]
T('1990', '2236') Truth=[0]
T('2307', '2837') Truth=[0]
T('3481', '1547') Truth=[0]
T('4024', '3875') Truth=[0]
T('4382', '1399') Truth=[0]
T('2304', '1547') Truth=[0]
T('3332', '4662') Truth=[0.59]
T('726', '89') Truth=[0]
T('1500', '1497') Truth=[0.49]
T('4399', '3817') Truth=[0]
T('726', '87') Truth=[0.36]
T('2174', '493') Truth=[0.59]
T('1297', '3851') Truth=[0]
T('3958', '3053') Truth=[0.59]
T('3475', '2993') Truth=[0.59]
T('3958', '3054') Truth=[0]
T('3795', '3199') Truth=[0.59]
T('3223', '1101') Truth=[0.59]
T('4290', '2844') Truth=[0]
T('2652', '990') Truth=[0.59]
T('3958', '3056') Truth=[0.59]
T('200', '90') Truth=[0.59]
T('1353', '2733') Truth=[0.59]
T('4023', '3875') Truth=[0]
T('4497', '3554') Truth=[0.59]
T('726', '70') Truth=[0]
T('1041', '3336') Truth=[0.59]
T('74', '3875') Truth=[0.59]
T('3749', '2409') Truth=[0]
T('3332', '4671') Truth=[0.59]
T('3844', '2196') Truth=[0.59]
T('4026', '70') Truth=[0]
T('4025', '87') Truth=[0]
T('715', '2654') Truth=[0]
T('3306', '2374') Truth=[0.59]
T('4494', '3537') Truth=[0.59]
T('1340', '2837') Truth=[0]
T('1176', '1701') Truth=[0.59]
T('223', '116') Truth=[0]
T('4222', '3299') Truth=[0]
T('2347', '2348') Truth=[0]
T('3678', '3672') Truth=[0]
T('4493', '3554') Truth=[0.59]
T('2667', '2933') Truth=[0]
T('3678', '3673') Truth=[0]
T('1866', '2807') Truth=[0]
T('4234', '3118') Truth=[0.59]
T('3678', '3670') Truth=[0]
T('1358', '539') Truth=[0.59]
T('2781', '2418') Truth=[0.09]
T('2781', '3749') Truth=[0.19]
T('2183', '1175') Truth=[0.59]
T('3198', '3199') Truth=[0.59]
T('4529', '1466') Truth=[0]
T('4025', '89') Truth=[0]
T('3678', '3677') Truth=[0]
T('4026', '74') Truth=[0]
T('3678', '3674') Truth=[0]
T('2456', '3265') Truth=[0.14]
T('4645', '2239') Truth=[0.59]
T('2292', '2097') Truth=[0.59]
T('3678', '3683') Truth=[0]
T('3678', '3681') Truth=[0]
T('3678', '3680') Truth=[0]
T('4267', '1852') Truth=[0]
T('85', '3720') Truth=[0.59]
T('4026', '89') Truth=[0]
T('2851', '369') Truth=[0]
T('2420', '3613') Truth=[0]
T('2420', '3614') Truth=[0]
T('2620', '3076') Truth=[0]
T('4026', '87') Truth=[0]
T('2420', '3615') Truth=[0]
T('3750', '3636') Truth=[0]
T('4710', '5') Truth=[0]
T('1496', '4546') Truth=[0.59]
T('3422', '3182') Truth=[0.59]
T('68', '2692') Truth=[0]
T('2740', '793') Truth=[0.59]
T('2740', '790') Truth=[0.59]
T('1865', '2807') Truth=[0]
T('3433', '3014') Truth=[0]
T('1651', '4499') Truth=[0.59]
T('3422', '3189') Truth=[0.59]
T('4046', '116') Truth=[0]
T('2726', '4078') Truth=[0.19]
T('3524', '1943') Truth=[0]
T('3271', '4474') Truth=[0.59]
T('4434', '1650') Truth=[0]
T('2726', '4075') Truth=[0.59]
