--- Atoms: 
T('3801', '7186') Truth=[0]
T('5336', '4836') Truth=[0.59]
T('835', '7114') Truth=[0.59]
T('8351', '4955') Truth=[0]
T('2185', '4539') Truth=[0.59]
T('6139', '7188') Truth=[0.59]
T('7436', '8827') Truth=[0]
T('5173', '0') Truth=[0.59]
T('3558', '3654') Truth=[0.59]
T('6201', '7267') Truth=[0.59]
T('2500', '3030') Truth=[0.59]
T('6201', '7266') Truth=[0]
T('6451', '2913') Truth=[0]
T('6201', '7265') Truth=[0.59]
T('3740', '5816') Truth=[0.05]
T('3564', '2202') Truth=[0.59]
T('6923', '3143') Truth=[0]
T('4284', '255') Truth=[0.49]
T('4294', '9715') Truth=[0.59]
T('2553', '5070') Truth=[0]
T('3821', '3190') Truth=[0.59]
T('146', '2490') Truth=[0.59]
T('4591', '1854') Truth=[0.59]
T('4617', '8259') Truth=[0]
T('4617', '8257') Truth=[0]
T('3524', '2752') Truth=[0.59]
T('8422', '1014') Truth=[0]
T('4514', '255') Truth=[0.59]
T('1358', '8349') Truth=[0.59]
T('2960', '9095') Truth=[0.59]
T('4617', '8263') Truth=[0]
T('4617', '8264') Truth=[0]
T('7460', '255') Truth=[0.59]
T('4617', '8261') Truth=[0]
T('7325', '4092') Truth=[0.47]
T('4861', '1325') Truth=[0]
T('5132', '1546') Truth=[0.42]
T('4617', '8260') Truth=[0]
T('4200', '6926') Truth=[0.59]
T('6587', '4910') Truth=[0.36]
T('7505', '694') Truth=[0.05]
T('3358', '1630') Truth=[0.59]
T('7786', '1680') Truth=[0.59]
T('9760', '3569') Truth=[0.34]
T('4242', '5141') Truth=[0.59]
T('5095', '3702') Truth=[0.59]
T('9636', '1581') Truth=[0]
T('9636', '1580') Truth=[0]
T('2131', '1288') Truth=[0]
T('2131', '1287') Truth=[0.59]
T('3635', '3628') Truth=[0]
T('4408', '630') Truth=[0.59]
T('8486', '4222') Truth=[0]
T('1863', '0') Truth=[0.59]
T('8486', '4221') Truth=[0]
T('8486', '4220') Truth=[0]
T('3903', '4447') Truth=[0]
T('6587', '4901') Truth=[0.17]
T('3118', '7189') Truth=[0.59]
T('8486', '4227') Truth=[0]
T('7235', '6847') Truth=[0]
T('8486', '4226') Truth=[0]
T('8486', '4225') Truth=[0]
T('6585', '4910') Truth=[0]
T('9760', '3571') Truth=[0.29]
T('9760', '3570') Truth=[0]
T('6947', '4248') Truth=[0.59]
T('4616', '8257') Truth=[0]
T('4952', '1183') Truth=[0.59]
T('6112', '6154') Truth=[0.19]
T('4616', '8259') Truth=[0]
T('8917', '7569') Truth=[0.59]
T('4616', '8260') Truth=[0]
T('8917', '7571') Truth=[0.59]
T('8379', '4638') Truth=[0.59]
T('4695', '2860') Truth=[0.59]
T('4616', '8261') Truth=[0]
T('8686', '601') Truth=[0.59]
T('1711', '1920') Truth=[0.59]
T('8917', '7573') Truth=[0.59]
T('6566', '1225') Truth=[0]
T('9307', '8546') Truth=[0]
T('4616', '8264') Truth=[0]
T('9933', '5936') Truth=[0]
T('4616', '8263') Truth=[0]
T('1628', '9163') Truth=[0.59]
T('6718', '3894') Truth=[0.59]
T('4613', '8260') Truth=[0]
T('4297', '9764') Truth=[0]
T('111', '2861') Truth=[0.59]
T('1868', '0') Truth=[0.59]
T('318', '3573') Truth=[0.19]
T('7121', '5974') Truth=[0.59]
T('1463', '9269') Truth=[0.59]
T('9814', '1207') Truth=[0]
T('7121', '5975') Truth=[0.05]
T('2301', '2302') Truth=[0]
T('4613', '8263') Truth=[0]
T('2301', '2303') Truth=[0]
T('4613', '8264') Truth=[0]
T('4613', '8261') Truth=[0]
T('4614', '8259') Truth=[0]
T('9934', '5936') Truth=[0]
T('9308', '8546') Truth=[0]
T('4614', '8257') Truth=[0]
T('1463', '9270') Truth=[0.59]
T('221', '1112') Truth=[0.59]
T('4614', '8263') Truth=[0]
T('4614', '8260') Truth=[0]
T('4614', '8261') Truth=[0]
T('9815', '1207') Truth=[0]
T('1179', '6067') Truth=[0.59]
T('9309', '8546') Truth=[0]
T('9780', '4611') Truth=[0]
T('4614', '8264') Truth=[0]
T('6690', '5840') Truth=[0]
T('6954', '5419') Truth=[0]
T('5338', '4895') Truth=[0.59]
T('9603', '1924') Truth=[0.59]
T('5399', '6769') Truth=[0]
T('9921', '2163') Truth=[0.59]
T('4734', '1972') Truth=[0.59]
T('601', '5430') Truth=[0.59]
T('2303', '2301') Truth=[0]
T('2303', '2302') Truth=[0]
T('9933', '5969') Truth=[0]
T('460', '934') Truth=[0.59]
T('8790', '9820') Truth=[0.59]
T('4511', '8546') Truth=[0]
T('4963', '4967') Truth=[0]
T('4252', '628') Truth=[0.59]
T('4613', '8257') Truth=[0]
T('5445', '3148') Truth=[0.59]
T('4613', '8259') Truth=[0]
T('3793', '5273') Truth=[0.59]
T('7937', '2988') Truth=[0.59]
T('6581', '4910') Truth=[0]
T('4252', '6266') Truth=[0.59]
T('1204', '6553') Truth=[0.59]
T('7201', '5814') Truth=[0.59]
T('5912', '7232') Truth=[0.59]
T('1941', '3504') Truth=[0.59]
T('541', '861') Truth=[0.59]
T('4415', '6125') Truth=[0]
T('2652', '8670') Truth=[0]
T('1664', '2842') Truth=[0.59]
T('2100', '2860') Truth=[0.59]
T('144', '2449') Truth=[0.59]
T('3701', '3644') Truth=[0.59]
T('1877', '2102') Truth=[0.59]
T('9347', '9345') Truth=[0]
T('4416', '6120') Truth=[0.59]
T('4416', '6121') Truth=[0.59]
T('4416', '6122') Truth=[0.59]
T('2101', '2860') Truth=[0.59]
T('6028', '8827') Truth=[0.42]
T('4252', '6246') Truth=[0.59]
T('2755', '7053') Truth=[0]
T('468', '6559') Truth=[0.59]
T('5653', '8912') Truth=[0.59]
T('8596', '7701') Truth=[0.59]
T('8569', '5497') Truth=[0.59]
T('3763', '6885') Truth=[0]
T('4406', '7586') Truth=[0.59]
T('4406', '7585') Truth=[0]
T('9470', '1688') Truth=[0]
T('4406', '7587') Truth=[0.24]
T('1926', '3791') Truth=[0]
T('6424', '1907') Truth=[0.59]
T('1221', '8965') Truth=[0.59]
T('3487', '4870') Truth=[0.59]
T('985', '1713') Truth=[0.59]
T('9471', '1688') Truth=[0]
T('9805', '3933') Truth=[0.59]
T('366', '4252') Truth=[0.59]
T('9805', '3932') Truth=[0.59]
T('6229', '8251') Truth=[0.59]
T('4420', '339') Truth=[0]
T('9805', '3934') Truth=[0.59]
T('2371', '4013') Truth=[0]
T('9349', '9351') Truth=[0.59]
T('2303', '3571') Truth=[0]
T('9954', '3085') Truth=[0]
T('3740', '3196') Truth=[0.59]
T('2303', '3570') Truth=[0]
T('6845', '3140') Truth=[0.59]
T('270', '3104') Truth=[0.59]
T('9349', '9350') Truth=[0]
T('5574', '6378') Truth=[0]
T('1407', '7264') Truth=[0.59]
T('3915', '6851') Truth=[0]
T('5243', '3684') Truth=[0.59]
T('7014', '4997') Truth=[0]
T('6577', '4997') Truth=[0.59]
T('8594', '7752') Truth=[0.59]
T('4963', '2284') Truth=[0]
T('4963', '2283') Truth=[0]
T('4963', '2285') Truth=[0]
T('366', '5595') Truth=[0.59]
T('4963', '2280') Truth=[0]
T('7357', '8820') Truth=[0.59]
T('5575', '6378') Truth=[0]
T('4963', '2282') Truth=[0]
T('7187', '5105') Truth=[0]
T('8867', '9842') Truth=[0.59]
T('8867', '9841') Truth=[0.59]
T('3912', '5548') Truth=[0]
T('5686', '266') Truth=[0]
T('2142', '3687') Truth=[0]
T('3912', '5546') Truth=[0]
T('3521', '1361') Truth=[0]
T('6631', '2553') Truth=[0.59]
T('2303', '3566') Truth=[0]
T('2303', '3565') Truth=[0]
T('5686', '265') Truth=[0.59]
T('2303', '3568') Truth=[0]
T('2303', '3569') Truth=[0]
T('2374', '6636') Truth=[0.59]
T('7460', '7143') Truth=[0.59]
T('1408', '7264') Truth=[0.59]
T('9901', '1056') Truth=[0.13]
T('4256', '551') Truth=[0.59]
T('642', '7571') Truth=[0.59]
T('2527', '4011') Truth=[0.59]
T('8520', '2078') Truth=[0.59]
T('2527', '4014') Truth=[0.59]
T('642', '7573') Truth=[0.59]
T('8791', '171') Truth=[0.59]
T('7186', '5105') Truth=[0.59]
T('7457', '237') Truth=[0.59]
T('9908', '3642') Truth=[0]
T('6630', '2553') Truth=[0.59]
T('4422', '339') Truth=[0.59]
T('8596', '7752') Truth=[0.59]
T('1844', '32') Truth=[0.59]
T('9908', '3641') Truth=[0]
T('642', '7569') Truth=[0.59]
T('641', '6267') Truth=[0]
T('6582', '3525') Truth=[0]
T('6690', '5780') Truth=[0]
T('9152', '9846') Truth=[0]
T('5246', '0') Truth=[0.59]
T('6736', '3532') Truth=[0.59]
T('1936', '4919') Truth=[0.59]
T('5590', '465') Truth=[0]
T('2309', '4847') Truth=[0.59]
T('8778', '391') Truth=[0.59]
T('5073', '1282') Truth=[0.59]
T('8778', '394') Truth=[0.59]
T('8778', '393') Truth=[0.59]
T('417', '4548') Truth=[0.59]
T('4421', '339') Truth=[0]
T('1333', '255') Truth=[0]
T('3560', '3536') Truth=[0]
T('2773', '8147') Truth=[0.59]
T('8956', '9610') Truth=[0.59]
T('2054', '3894') Truth=[0.59]
T('59', '2871') Truth=[0]
T('9879', '4389') Truth=[0]
T('7257', '7891') Truth=[0.59]
T('248', '4709') Truth=[0.05]
T('3380', '1296') Truth=[0.59]
T('82', '89') Truth=[0.59]
T('60', '1480') Truth=[0.59]
T('6040', '6038') Truth=[0]
T('6040', '6039') Truth=[0]
T('4210', '5482') Truth=[0.59]
T('2165', '2132') Truth=[0]
T('5488', '6577') Truth=[0]
T('2165', '2131') Truth=[0]
T('6040', '6035') Truth=[0]
T('6040', '6036') Truth=[0]
T('7256', '7891') Truth=[0]
T('4207', '6893') Truth=[0.59]
T('2996', '1578') Truth=[0]
T('82', '92') Truth=[0.59]
T('1333', '231') Truth=[0]
T('1335', '9889') Truth=[0]
T('4376', '7022') Truth=[0.59]
T('3098', '9093') Truth=[0.09]
T('9065', '9994') Truth=[0.59]
T('7931', '1614') Truth=[0]
T('3107', '212') Truth=[0.59]
T('3107', '211') Truth=[0.59]
T('4376', '7024') Truth=[0]
T('4376', '7025') Truth=[0.59]
T('2441', '5498') Truth=[0]
T('190', '4447') Truth=[0]
T('4806', '9044') Truth=[0.59]
T('4273', '6008') Truth=[0.59]
T('4806', '9046') Truth=[0]
T('6589', '3566') Truth=[0]
T('6589', '3565') Truth=[0]
T('6589', '3568') Truth=[0]
T('7638', '8215') Truth=[0.59]
T('8619', '5734') Truth=[0]
T('3659', '4660') Truth=[0]
T('7987', '3602') Truth=[0.59]
T('7881', '3948') Truth=[0]
T('9066', '9994') Truth=[0.59]
T('5723', '717') Truth=[0.59]
T('3610', '2536') Truth=[0.59]
T('6589', '3571') Truth=[0]
T('301', '4920') Truth=[0.59]
T('6589', '3570') Truth=[0]
T('1944', '4838') Truth=[0.59]
T('6932', '6933') Truth=[0.59]
T('4418', '6128') Truth=[0.59]
T('2993', '1578') Truth=[0]
T('4220', '7935') Truth=[0]
T('5598', '447') Truth=[0.59]
T('8696', '8700') Truth=[0]
T('8012', '8013') Truth=[0]
T('1667', '2831') Truth=[0.59]
T('3032', '7186') Truth=[0]
T('6959', '4083') Truth=[0.59]
T('1667', '2832') Truth=[0.59]
T('9559', '1565') Truth=[0]
T('3032', '7187') Truth=[0]
T('4804', '9044') Truth=[0]
T('7257', '7853') Truth=[0]
T('8853', '8631') Truth=[0.16]
T('1894', '5846') Truth=[0.59]
T('467', '6544') Truth=[0]
T('901', '7138') Truth=[0.59]
T('8697', '8700') Truth=[0]
T('7253', '7892') Truth=[0]
T('9229', '8542') Truth=[0.59]
T('3145', '8042') Truth=[0]
T('9344', '9345') Truth=[0]
T('4804', '9046') Truth=[0]
T('1177', '9922') Truth=[0.59]
T('2263', '3167') Truth=[0]
T('6988', '635') Truth=[0]
T('8631', '6869') Truth=[0]
T('8013', '8014') Truth=[0.49]
T('7256', '7853') Truth=[0]
T('8717', '4189') Truth=[0.59]
T('3540', '1177') Truth=[0.59]
T('8850', '7355') Truth=[0]
T('8850', '6028') Truth=[0]
T('1732', '2921') Truth=[0.59]
T('4255', '6256') Truth=[0.59]
T('1272', '7054') Truth=[0.59]
T('737', '7317') Truth=[0.59]
T('3094', '9093') Truth=[0.59]
T('8853', '7325') Truth=[0.29]
T('4924', '1433') Truth=[0]
T('1501', '8300') Truth=[0.59]
T('7202', '5813') Truth=[0.59]
T('6644', '3741') Truth=[0]
T('8594', '7701') Truth=[0.59]
T('2321', '3371') Truth=[0]
T('6883', '944') Truth=[0.59]
T('1209', '6561') Truth=[0]
T('2758', '7053') Truth=[0]
T('8849', '467') Truth=[0]
T('8849', '468') Truth=[0]
T('3571', '3569') Truth=[0.21]
T('2007', '1996') Truth=[0.59]
T('2007', '1993') Truth=[0.59]
T('563', '562') Truth=[0]
T('2194', '4529') Truth=[0]
T('2007', '1990') Truth=[0.59]
T('563', '561') Truth=[0.59]
T('563', '566') Truth=[0]
T('6113', '8870') Truth=[0.42]
T('4451', '8479') Truth=[0.59]
T('563', '567') Truth=[0]
T('3513', '2968') Truth=[0.59]
T('2185', '4679') Truth=[0.59]
T('5677', '8847') Truth=[0]
T('563', '568') Truth=[0]
T('8', '9') Truth=[0.59]
T('563', '569') Truth=[0]
T('2357', '5717') Truth=[0.19]
T('1119', '5555') Truth=[0.59]
T('4679', '1855') Truth=[0.59]
T('7548', '9883') Truth=[0.59]
T('3571', '3568') Truth=[0.59]
T('8376', '2180') Truth=[0.59]
T('3571', '3566') Truth=[0.59]
T('2007', '1988') Truth=[0.59]
T('5132', '2911') Truth=[0.59]
T('3571', '3565') Truth=[0.59]
T('674', '7102') Truth=[0]
T('5073', '2752') Truth=[0.59]
T('563', '570') Truth=[0.59]
T('7601', '8799') Truth=[0.59]
T('5573', '7849') Truth=[0]
T('563', '573') Truth=[0.59]
T('563', '574') Truth=[0.59]
T('563', '572') Truth=[0]
T('4287', '6027') Truth=[0]
T('6782', '3128') Truth=[0.59]
T('669', '231') Truth=[0.04]
T('5573', '7846') Truth=[0]
T('5573', '7844') Truth=[0]
T('4059', '3032') Truth=[0]
T('5573', '7845') Truth=[0]
T('5573', '7842') Truth=[0]
T('5573', '7843') Truth=[0]
T('2007', '1999') Truth=[0.59]
T('4895', '2348') Truth=[0]
T('561', '562') Truth=[0]
T('561', '563') Truth=[0.59]
T('8382', '2083') Truth=[0]
T('561', '568') Truth=[0]
T('8382', '2082') Truth=[0]
T('561', '569') Truth=[0]
T('561', '566') Truth=[0]
T('561', '567') Truth=[0]
T('8445', '3541') Truth=[0]
T('6782', '3119') Truth=[0.59]
T('7281', '6339') Truth=[0.59]
T('2753', '9816') Truth=[0]
T('9778', '3516') Truth=[0.59]
T('2348', '4558') Truth=[0]
T('561', '572') Truth=[0]
T('561', '570') Truth=[0.59]
T('561', '573') Truth=[0.59]
T('561', '574') Truth=[0.59]
T('9557', '1748') Truth=[0.59]
T('2500', '3196') Truth=[0.59]
T('2195', '4529') Truth=[0]
T('563', '559') Truth=[0.59]
T('498', '497') Truth=[0.59]
T('6769', '4677') Truth=[0]
T('7217', '5833') Truth=[0.59]
T('4938', '1474') Truth=[0]
T('3571', '3570') Truth=[0]
T('6880', '4199') Truth=[0.59]
T('2475', '862') Truth=[0.59]
T('9990', '4092') Truth=[0.39]
T('9901', '72') Truth=[0.04]
T('5277', '3474') Truth=[0.59]
T('776', '8170') Truth=[0]
T('2451', '5471') Truth=[0.59]
T('5388', '6999') Truth=[0.59]
T('5779', '9847') Truth=[0]
T('2004', '1987') Truth=[0.59]
T('2004', '1988') Truth=[0.59]
T('7330', '5321') Truth=[0.59]
T('2004', '1983') Truth=[0.59]
T('2004', '1984') Truth=[0.59]
T('2004', '1981') Truth=[0.59]
T('1693', '3939') Truth=[0.19]
T('2281', '3085') Truth=[0]
T('2004', '1980') Truth=[0.59]
T('3845', '6923') Truth=[0]
T('8930', '487') Truth=[0.59]
T('676', '7102') Truth=[0]
T('3165', '9269') Truth=[0.59]
T('2117', '2866') Truth=[0.59]
T('5388', '4345') Truth=[0.59]
T('3556', '1113') Truth=[0]
T('1413', '9903') Truth=[0.12]
T('2005', '1988') Truth=[0.59]
T('7805', '8162') Truth=[0]
T('734', '332') Truth=[0]
T('7805', '8160') Truth=[0]
T('2005', '1987') Truth=[0.59]
T('7805', '8161') Truth=[0]
T('2005', '1984') Truth=[0.59]
T('1413', '9905') Truth=[0.12]
T('2005', '1983') Truth=[0.59]
T('2004', '1999') Truth=[0.59]
T('2005', '1980') Truth=[0.59]
T('2004', '1996') Truth=[0.59]
T('2005', '1981') Truth=[0.59]
T('6287', '1924') Truth=[0.59]
T('2004', '1993') Truth=[0.59]
T('2004', '1990') Truth=[0.59]
T('5993', '9069') Truth=[0.5]
T('7999', '4933') Truth=[0.59]
T('8623', '5835') Truth=[0.59]
T('2347', '5826') Truth=[0]
T('3560', '2353') Truth=[0]
T('3941', '5368') Truth=[0.59]
T('3560', '2354') Truth=[0.59]
T('1006', '4661') Truth=[0.59]
T('1580', '1750') Truth=[0]
T('190', '5761') Truth=[0.59]
T('190', '5762') Truth=[0.59]
T('1581', '1750') Truth=[0]
T('675', '7102') Truth=[0]
T('2067', '2553') Truth=[0.42]
T('5547', '5546') Truth=[0]
T('6943', '6946') Truth=[0.59]
T('5547', '5548') Truth=[0]
T('2005', '1999') Truth=[0.59]
T('3794', '6649') Truth=[0.59]
T('5277', '3429') Truth=[0.59]
T('2005', '1996') Truth=[0.59]
T('2005', '1993') Truth=[0.59]
T('6553', '2754') Truth=[0.59]
T('8010', '8219') Truth=[0.59]
T('2005', '1990') Truth=[0.59]
T('3796', '7941') Truth=[0.59]
T('8919', '679') Truth=[0.59]
T('9728', '2819') Truth=[0.59]
T('82', '84') Truth=[0.59]
T('285', '5560') Truth=[0]
T('5425', '3498') Truth=[0]
T('2007', '1987') Truth=[0.59]
T('2007', '1984') Truth=[0.59]
T('2007', '1983') Truth=[0.59]
T('3731', '3429') Truth=[0.59]
T('2007', '1980') Truth=[0.59]
T('2007', '1981') Truth=[0.59]
T('9036', '893') Truth=[0.59]
T('5832', '8745') Truth=[0]
T('3165', '9270') Truth=[0.59]
T('5832', '8748') Truth=[0]
T('3055', '8370') Truth=[0.59]
T('3691', '5606') Truth=[0.59]
T('8841', '5019') Truth=[0.59]
T('936', '9376') Truth=[0]
T('8841', '5018') Truth=[0.59]
T('5991', '9069') Truth=[0.12]
T('1510', '9686') Truth=[0.59]
T('8742', '7935') Truth=[0]
T('1735', '1767') Truth=[0.59]
T('4973', '4974') Truth=[0.59]
T('7090', '6837') Truth=[0]
T('2083', '1056') Truth=[0]
T('4613', '7092') Truth=[0]
T('992', '1565') Truth=[0]
T('3019', '7549') Truth=[0.59]
T('2652', '519') Truth=[0.59]
T('4973', '4978') Truth=[0.59]
T('6624', '2881') Truth=[0]
T('2652', '522') Truth=[0.59]
T('3641', '3642') Truth=[0]
T('2652', '528') Truth=[0]
T('2652', '527') Truth=[0]
T('9914', '3675') Truth=[0.11]
T('6913', '4703') Truth=[0.59]
T('2652', '526') Truth=[0.59]
T('2253', '2125') Truth=[0]
T('6299', '1879') Truth=[0]
T('2906', '255') Truth=[0.59]
T('6578', '2503') Truth=[0.59]
T('6582', '2414') Truth=[0]
T('5840', '6096') Truth=[0.59]
T('5840', '6095') Truth=[0.59]
T('5588', '711') Truth=[0.59]
T('4614', '7092') Truth=[0]
T('6624', '2871') Truth=[0]
T('5912', '404') Truth=[0.23]
T('2652', '532') Truth=[0.59]
T('9424', '9425') Truth=[0]
T('4635', '9426') Truth=[0]
T('9424', '9426') Truth=[0]
T('4635', '9424') Truth=[0]
T('4356', '7457') Truth=[0.59]
T('3688', '4456') Truth=[0.59]
T('2652', '531') Truth=[0.59]
T('9478', '1781') Truth=[0.59]
T('2652', '530') Truth=[0]
T('8486', '3017') Truth=[0.59]
T('5957', '8215') Truth=[0.59]
T('7336', '6681') Truth=[0.59]
T('4130', '4359') Truth=[0]
T('9017', '4191') Truth=[0.59]
T('1200', '6773') Truth=[0]
T('8546', '4511') Truth=[0]
T('3968', '7779') Truth=[0.59]
T('98', '4963') Truth=[0]
T('9426', '9425') Truth=[0]
T('5129', '1731') Truth=[0.59]
T('6717', '1373') Truth=[0.59]
T('2246', '3587') Truth=[0.59]
T('8713', '6940') Truth=[0]
T('5912', '8710') Truth=[0.59]
T('9908', '2488') Truth=[0]
T('7335', '6681') Truth=[0.59]
T('4250', '5113') Truth=[0.59]
T('8290', '4816') Truth=[0.59]
T('2254', '2125') Truth=[0.59]
T('5734', '5122') Truth=[0]
T('4746', '1924') Truth=[0.59]
T('2515', '6999') Truth=[0.59]
T('5955', '8215') Truth=[0.59]
T('541', '5173') Truth=[0.59]
T('4252', '7716') Truth=[0.59]
T('1899', '2078') Truth=[0.59]
T('6690', '5975') Truth=[0]
T('6690', '5974') Truth=[0]
T('8765', '5011') Truth=[0.59]
T('5504', '4781') Truth=[0.59]
T('3801', '4829') Truth=[0.59]
T('1030', '5662') Truth=[0]
T('7452', '7444') Truth=[0.59]
T('561', '559') Truth=[0.59]
T('7452', '7442') Truth=[0.59]
T('7612', '378') Truth=[0]
T('2852', '9564') Truth=[0]
T('1745', '1663') Truth=[0.59]
T('1140', '7891') Truth=[0.59]
T('7888', '2792') Truth=[0.59]
T('6620', '2880') Truth=[0]
T('4130', '4353') Truth=[0]
T('2525', '6830') Truth=[0]
T('5574', '7849') Truth=[0]
T('5574', '7845') Truth=[0]
T('1142', '5224') Truth=[0.59]
T('5574', '7846') Truth=[0]
T('1298', '8286') Truth=[0.59]
T('6337', '9314') Truth=[0.59]
T('5574', '7843') Truth=[0]
T('5574', '7844') Truth=[0]
T('4236', '6638') Truth=[0]
T('5587', '711') Truth=[0.59]
T('8194', '52') Truth=[0]
T('2652', '501') Truth=[0.59]
T('8791', '321') Truth=[0]
T('3416', '1924') Truth=[0.59]
T('2652', '504') Truth=[0.59]
T('3021', '6125') Truth=[0]
T('9428', '9425') Truth=[0.59]
T('3021', '6124') Truth=[0]
T('5574', '7842') Truth=[0]
T('6360', '1924') Truth=[0.59]
T('5575', '7844') Truth=[0.06]
T('2515', '4345') Truth=[0.59]
T('5575', '7845') Truth=[0]
T('7385', '7386') Truth=[0.59]
T('5575', '7842') Truth=[0]
T('5575', '7843') Truth=[0]
T('7385', '7384') Truth=[0.59]
T('52', '1510') Truth=[0.59]
T('2652', '509') Truth=[0.59]
T('2082', '1056') Truth=[0.59]
T('877', '9129') Truth=[0.59]
T('5575', '7849') Truth=[0.06]
T('9776', '3516') Truth=[0.59]
T('5575', '7846') Truth=[0.06]
T('1750', '1580') Truth=[0.59]
T('6054', '6055') Truth=[0]
T('3740', '3358') Truth=[0.05]
T('2652', '514') Truth=[0.59]
T('5937', '7167') Truth=[0.59]
T('2441', '5509') Truth=[0]
T('2441', '5506') Truth=[0]
T('3589', '3357') Truth=[0.25]
T('6589', '2301') Truth=[0]
T('7022', '3690') Truth=[0]
T('6861', '3032') Truth=[0]
T('9009', '4229') Truth=[0]
T('2103', '1600') Truth=[0.59]
T('6137', '8552') Truth=[0.59]
T('6974', '7894') Truth=[0]
T('6974', '7893') Truth=[0]
T('7022', '3689') Truth=[0.12]
T('5734', '5095') Truth=[0]
T('9009', '4226') Truth=[0]
T('9009', '4225') Truth=[0]
T('9009', '4227') Truth=[0]
T('366', '6748') Truth=[0.59]
T('2441', '5510') Truth=[0]
T('7075', '4390') Truth=[0.59]
T('2441', '5515') Truth=[0]
T('6913', '3335') Truth=[0.59]
T('2441', '5516') Truth=[0]
T('2871', '9277') Truth=[0]
T('9237', '9893') Truth=[0.59]
T('7505', '6395') Truth=[0]
T('6987', '729') Truth=[0.59]
T('2441', '5500') Truth=[0]
T('5475', '5474') Truth=[0.59]
T('2441', '5501') Truth=[0]
T('7256', '6600') Truth=[0]
T('2441', '5502') Truth=[0]
T('5475', '5472') Truth=[0.59]
T('7357', '6315') Truth=[0]
T('1319', '6205') Truth=[0.59]
T('677', '7080') Truth=[0.59]
T('2382', '6689') Truth=[0.59]
T('2368', '4272') Truth=[0]
T('3815', '5979') Truth=[0.59]
T('5402', '1065') Truth=[0]
T('5588', '7636') Truth=[0]
T('2441', '5517') Truth=[0]
T('6139', '9822') Truth=[0]
T('2758', '7123') Truth=[0.59]
T('6139', '9820') Truth=[0.59]
T('5488', '964') Truth=[0]
T('2424', '3140') Truth=[0.59]
T('7083', '5556') Truth=[0.59]
T('6237', '9582') Truth=[0]
T('7254', '6600') Truth=[0]
T('2441', '5523') Truth=[0]
T('8798', '237') Truth=[0.59]
T('93', '3602') Truth=[0.59]
T('2441', '5526') Truth=[0]
T('7195', '7761') Truth=[0.59]
T('7075', '3030') Truth=[0.59]
T('9760', '2301') Truth=[0]
T('9760', '2302') Truth=[0.59]
T('9760', '2303') Truth=[0.34]
T('2652', '8741') Truth=[0]
T('1268', '9829') Truth=[0.49]
T('655', '8609') Truth=[0]
T('5587', '7636') Truth=[0]
T('4869', '3922') Truth=[0.59]
T('418', '5756') Truth=[0]
T('638', '6228') Truth=[0.59]
T('418', '5757') Truth=[0]
T('418', '5759') Truth=[0]
T('382', '7845') Truth=[0]
T('382', '7846') Truth=[0]
T('382', '7843') Truth=[0]
T('8098', '1404') Truth=[0.59]
T('382', '7844') Truth=[0]
T('382', '7849') Truth=[0]
T('5973', '9222') Truth=[0]
T('4251', '6369') Truth=[0.59]
T('5694', '255') Truth=[0.59]
T('9078', '7374') Truth=[0.59]
T('81', '2480') Truth=[0]
T('7253', '6600') Truth=[0]
T('81', '2481') Truth=[0]
T('7192', '5117') Truth=[0]
T('9911', '3675') Truth=[0.59]
T('6905', '4731') Truth=[0]
T('9913', '2339') Truth=[0.59]
T('2309', '2311') Truth=[0.59]
T('2309', '2312') Truth=[0.59]
T('2806', '8772') Truth=[0.59]
T('7192', '5106') Truth=[0]
T('9136', '6233') Truth=[0]
T('5579', '7749') Truth=[0.59]
T('638', '6205') Truth=[0.59]
T('7615', '8570') Truth=[0]
T('7123', '4679') Truth=[0]
T('7505', '695') Truth=[0]
T('6617', '1581') Truth=[0.59]
T('6582', '4991') Truth=[0]
T('9806', '2744') Truth=[0.59]
T('382', '7842') Truth=[0]
T('6588', '4901') Truth=[0]
T('2919', '9629') Truth=[0.59]
T('2367', '5565') Truth=[0.59]
T('2919', '9628') Truth=[0.59]
T('7192', '5104') Truth=[0]
T('541', '770') Truth=[0.59]
T('4349', '7471') Truth=[0]
T('883', '1924') Truth=[0.59]
T('7348', '7737') Truth=[0.59]
T('6588', '4910') Truth=[0]
T('2309', '2307') Truth=[0.59]
T('2526', '4144') Truth=[0.59]
T('8030', '9280') Truth=[0.59]
T('6767', '5971') Truth=[0]
T('2001', '1984') Truth=[0.59]
T('2001', '1983') Truth=[0.59]
T('2001', '1980') Truth=[0.59]
T('730', '8592') Truth=[0.17]
T('2001', '1981') Truth=[0.59]
T('5926', '255') Truth=[0.59]
T('1945', '0') Truth=[0.59]
T('5499', '7845') Truth=[0]
T('468', '7703') Truth=[0]
T('5499', '7846') Truth=[0.59]
T('5499', '7843') Truth=[0]
T('5499', '7844') Truth=[0.59]
T('5499', '7842') Truth=[0]
T('4938', '2734') Truth=[0]
T('2877', '9284') Truth=[0.59]
T('4938', '2736') Truth=[0]
T('4938', '2735') Truth=[0]
T('5817', '6311') Truth=[0.59]
T('2001', '1996') Truth=[0.59]
T('2001', '1993') Truth=[0.59]
T('669', '190') Truth=[0.59]
T('5488', '5361') Truth=[0]
T('2001', '1990') Truth=[0.59]
T('5610', '6951') Truth=[0.59]
T('9058', '7577') Truth=[0.07]
T('6782', '5707') Truth=[0.59]
T('1782', '2481') Truth=[0]
