--- Atoms: 
T('4139', '1206') Truth=[0.59]
T('4231', '4789') Truth=[0.67]
T('2753', '2234') Truth=[0.56]
T('1868', '4086') Truth=[0.25]
T('1828', '1489') Truth=[0]
T('3718', '918') Truth=[0.67]
T('4231', '4781') Truth=[0.67]
T('2726', '4373') Truth=[0.67]
T('1838', '1322') Truth=[0.4]
T('4231', '4787') Truth=[0.67]
T('2753', '970') Truth=[0]
T('2753', '971') Truth=[0.56]
T('3718', '913') Truth=[0.67]
T('3496', '3494') Truth=[0]
T('4231', '4791') Truth=[0.67]
T('4046', '425') Truth=[0]
T('1702', '4205') Truth=[0.46]
T('1950', '2151') Truth=[0.45]
T('1950', '2150') Truth=[0.45]
T('1443', '2871') Truth=[0.29]
T('3896', '3166') Truth=[0.15]
T('3422', '4791') Truth=[0.44]
T('3609', '3912') Truth=[0]
T('4231', '4773') Truth=[0.67]
T('3768', '4234') Truth=[0.57]
T('2556', '670') Truth=[0.58]
T('4231', '4774') Truth=[0.67]
T('1587', '2073') Truth=[0.09]
T('3576', '1600') Truth=[0.67]
T('3423', '3442') Truth=[0]
T('3422', '4789') Truth=[0.44]
T('467', '4341') Truth=[0.67]
T('3111', '4050') Truth=[0.3]
T('1643', '2282') Truth=[0.39]
T('4231', '4769') Truth=[0.67]
T('3111', '126') Truth=[0.3]
T('1651', '3471') Truth=[0]
T('4288', '1064') Truth=[0.31]
T('4231', '4767') Truth=[0.67]
T('4288', '1065') Truth=[0.31]
T('3769', '4234') Truth=[0]
T('1866', '100') Truth=[0.26]
T('4276', '4273') Truth=[0.59]
T('4044', '4355') Truth=[0.67]
T('69', '3646') Truth=[0.1]
T('4231', '4766') Truth=[0.67]
T('4799', '4285') Truth=[0.67]
T('3261', '3591') Truth=[0.63]
T('4288', '1060') Truth=[0.31]
T('3261', '3592') Truth=[0.63]
T('249', '1245') Truth=[0.58]
T('2390', '2904') Truth=[0.24]
T('2390', '2906') Truth=[0.24]
T('802', '2175') Truth=[0.67]
T('3494', '3496') Truth=[0]
T('530', '3108') Truth=[0.47]
T('1497', '3506') Truth=[0.34]
T('2390', '2900') Truth=[0.35]
T('68', '3646') Truth=[0.08]
T('3422', '4774') Truth=[0.44]
T('3422', '4773') Truth=[0.44]
T('4205', '1192') Truth=[0.38]
T('74', '2204') Truth=[0]
T('781', '1026') Truth=[0.67]
T('1645', '2282') Truth=[0.11]
T('1865', '4086') Truth=[0.21]
T('168', '495') Truth=[0.67]
T('3817', '4546') Truth=[0.29]
T('1791', '2229') Truth=[0.67]
T('4285', '1093') Truth=[0]
T('2557', '670') Truth=[0]
T('2854', '3237') Truth=[0.67]
T('3422', '4769') Truth=[0.44]
T('4288', '1058') Truth=[0.31]
T('3422', '4767') Truth=[0.44]
T('3422', '4766') Truth=[0.44]
T('1382', '1363') Truth=[0.59]
T('1340', '4095') Truth=[0]
T('3422', '4781') Truth=[0.44]
T('2692', '3377') Truth=[0.45]
T('3422', '4787') Truth=[0.44]
T('1281', '2973') Truth=[0]
T('72', '3545') Truth=[0.67]
T('3315', '2514') Truth=[0.45]
T('167', '495') Truth=[0.67]
T('3894', '3155') Truth=[0]
T('3767', '4234') Truth=[0.54]
T('1644', '2282') Truth=[0.15]
T('1868', '100') Truth=[0.41]
T('2932', '1410') Truth=[0.09]
T('2931', '1422') Truth=[0]
T('1899', '4505') Truth=[0.16]
T('3', '2800') Truth=[0.49]
T('811', '805') Truth=[0.67]
T('2366', '930') Truth=[0.67]
T('2366', '934') Truth=[0.67]
T('2366', '932') Truth=[0.67]
T('1024', '1058') Truth=[0.31]
T('4046', '280') Truth=[0]
T('2366', '936') Truth=[0.67]
T('2366', '939') Truth=[0.67]
T('1908', '3817') Truth=[0.54]
T('1281', '602') Truth=[0.67]
T('410', '1100') Truth=[0]
T('2633', '425') Truth=[0]
T('857', '307') Truth=[0.67]
T('620', '444') Truth=[0.42]
T('2781', '1273') Truth=[0.54]
T('749', '2002') Truth=[0.51]
T('2366', '920') Truth=[0.67]
T('1868', '2959') Truth=[0.47]
T('2366', '925') Truth=[0.67]
T('2366', '929') Truth=[0.67]
T('2844', '2735') Truth=[0.36]
T('625', '3019') Truth=[0.38]
T('2154', '1627') Truth=[0.59]
T('2366', '951') Truth=[0.67]
T('4032', '2506') Truth=[0.43]
T('749', '3340') Truth=[0.43]
T('2930', '4336') Truth=[0.67]
T('2900', '2906') Truth=[0.62]
T('2900', '2904') Truth=[0.62]
T('2366', '958') Truth=[0.67]
T('3090', '154') Truth=[0.57]
T('2578', '232') Truth=[0]
T('1055', '1545') Truth=[0.46]
T('1395', '1055') Truth=[0.65]
T('2390', '2753') Truth=[0.46]
T('2781', '1245') Truth=[0.44]
T('1024', '1060') Truth=[0.31]
T('1702', '4054') Truth=[0.67]
T('2366', '944') Truth=[0.67]
T('620', '410') Truth=[0.67]
T('2901', '2902') Truth=[0]
T('2366', '945') Truth=[0.67]
T('2781', '1254') Truth=[0.54]
T('2366', '948') Truth=[0.67]
T('3111', '2986') Truth=[0.16]
T('1024', '1064') Truth=[0.31]
T('1024', '1065') Truth=[0.31]
T('1394', '1055') Truth=[0]
T('3441', '4350') Truth=[0.54]
T('1582', '2782') Truth=[0.4]
T('3513', '3963') Truth=[0.47]
T('1587', '2724') Truth=[0.59]
T('1702', '114') Truth=[0.67]
T('2781', '1256') Truth=[0.54]
T('1702', '118') Truth=[0.67]
T('273', '116') Truth=[0.3]
T('185', '1188') Truth=[0.8]
T('3741', '2575') Truth=[0.51]
T('3961', '3048') Truth=[0.31]
T('3024', '994') Truth=[0.67]
T('4073', '3375') Truth=[0.67]
T('733', '2187') Truth=[0.56]
T('1902', '2514') Truth=[0.37]
T('625', '2591') Truth=[0.41]
T('1497', '758') Truth=[0.34]
T('116', '2444') Truth=[0]
T('1734', '1426') Truth=[0.67]
T('1865', '2959') Truth=[0.41]
T('811', '4717') Truth=[0.67]
T('1950', '3278') Truth=[0.67]
T('625', '416') Truth=[0.21]
T('1371', '4383') Truth=[0.59]
T('4836', '1410') Truth=[0.19]
T('3557', '3463') Truth=[0.67]
T('2932', '4305') Truth=[0.24]
T('4053', '4051') Truth=[0.47]
T('4053', '4052') Truth=[0]
T('2772', '4410') Truth=[0.67]
T('726', '4026') Truth=[0]
T('726', '4025') Truth=[0]
T('4497', '3633') Truth=[0.29]
T('726', '4024') Truth=[0]
T('3234', '270') Truth=[0.4]
T('726', '4028') Truth=[0]
T('2599', '1696') Truth=[0.53]
T('853', '4279') Truth=[0.67]
T('2184', '403') Truth=[0.33]
T('2184', '405') Truth=[0.33]
T('2366', '913') Truth=[0.67]
T('322', '492') Truth=[0.44]
T('1557', '2212') Truth=[0.39]
T('2366', '918') Truth=[0.67]
T('2523', '834') Truth=[0]
T('3741', '1215') Truth=[0.21]
T('492', '4941') Truth=[0.33]
T('912', '3123') Truth=[0.47]
T('2484', '1226') Truth=[0.25]
T('3741', '3875') Truth=[0]
T('3961', '3019') Truth=[0.47]
T('4051', '4053') Truth=[0]
T('4051', '4052') Truth=[0]
T('2959', '4086') Truth=[0.45]
T('2533', '2899') Truth=[0.34]
T('2775', '1325') Truth=[0.45]
T('1271', '2012') Truth=[0.67]
T('74', '1863') Truth=[0]
T('1816', '4495') Truth=[0.11]
T('1497', '760') Truth=[0.44]
T('4046', '223') Truth=[0]
T('4024', '3928') Truth=[0]
T('1956', '4546') Truth=[0.27]
T('2637', '1250') Truth=[0.58]
T('4068', '843') Truth=[0]
T('116', '3742') Truth=[0]
T('2207', '1093') Truth=[0]
T('1866', '2959') Truth=[0.28]
T('3708', '1716') Truth=[0.67]
T('4211', '3521') Truth=[0.67]
T('1990', '2396') Truth=[0.35]
T('832', '599') Truth=[0.53]
T('4053', '3609') Truth=[0.59]
T('678', '636') Truth=[0.59]
T('3111', '4773') Truth=[0.3]
T('69', '200') Truth=[0.48]
T('2755', '2906') Truth=[0.31]
T('4971', '2029') Truth=[0.67]
T('4741', '4742') Truth=[0.67]
T('3111', '4774') Truth=[0.3]
T('2755', '2904') Truth=[0.31]
T('2682', '4635') Truth=[0.47]
T('559', '4205') Truth=[0.25]
T('2671', '2147') Truth=[0.51]
T('4024', '4447') Truth=[0]
T('631', '2444') Truth=[0]
T('4210', '3521') Truth=[0.67]
T('1645', '1643') Truth=[0.3]
T('2936', '3045') Truth=[0.67]
T('2692', '2788') Truth=[0.48]
T('1237', '3809') Truth=[0.45]
T('3111', '4787') Truth=[0.3]
T('3894', '3892') Truth=[0]
T('3111', '4789') Truth=[0.3]
T('4460', '2784') Truth=[0.56]
T('4460', '2782') Truth=[0.32]
T('3111', '4781') Truth=[0.3]
T('3402', '3548') Truth=[0.67]
T('116', '280') Truth=[0]
T('3030', '1712') Truth=[0.42]
T('3708', '1719') Truth=[0.67]
T('3869', '2018') Truth=[0.59]
T('1069', '2719') Truth=[0.31]
T('3708', '1717') Truth=[0.67]
T('1907', '3891') Truth=[0.47]
T('74', '4024') Truth=[0]
T('4024', '4421') Truth=[0]
T('4027', '1357') Truth=[0.45]
T('1394', '1901') Truth=[0]
T('74', '4026') Truth=[0]
T('74', '4025') Truth=[0]
T('559', '1192') Truth=[0.11]
T('74', '4028') Truth=[0]
T('1998', '0') Truth=[0.67]
T('1422', '2931') Truth=[0.38]
T('831', '599') Truth=[0.53]
T('2198', '4227') Truth=[0]
T('2557', '2642') Truth=[0]
T('2753', '2904') Truth=[0.56]
T('89', '2114') Truth=[0]
T('1702', '1860') Truth=[0.67]
T('2753', '2907') Truth=[0]
T('1908', '1250') Truth=[0.45]
T('2753', '2906') Truth=[0.56]
T('2163', '1532') Truth=[0.59]
T('3746', '4328') Truth=[0.67]
T('2692', '1434') Truth=[0.24]
T('3111', '4766') Truth=[0.3]
T('3111', '4767') Truth=[0.3]
T('3111', '4769') Truth=[0.3]
T('3892', '3894') Truth=[0.59]
T('2777', '523') Truth=[0.57]
T('4051', '3609') Truth=[0]
T('68', '200') Truth=[0.34]
T('273', '4046') Truth=[0]
T('3894', '3869') Truth=[0]
T('4497', '1064') Truth=[0.22]
T('4497', '1065') Truth=[0.22]
T('3892', '3869') Truth=[0]
T('1401', '1878') Truth=[0.59]
T('4497', '1060') Truth=[0.22]
T('412', '1917') Truth=[0.47]
T('3805', '1434') Truth=[0.5]
T('3740', '426') Truth=[0.67]
T('3144', '495') Truth=[0.67]
T('2366', '963') Truth=[0.67]
T('4024', '2692') Truth=[0]
T('3935', '2991') Truth=[0.47]
T('2556', '2642') Truth=[0.67]
T('802', '1759') Truth=[0.54]
T('4088', '4551') Truth=[0.67]
T('1789', '2185') Truth=[0.19]
T('1990', '2345') Truth=[0.35]
T('1789', '2182') Truth=[0.23]
T('1587', '1410') Truth=[0.07]
T('4497', '1058') Truth=[0.22]
T('2229', '2182') Truth=[0.23]
T('2229', '2185') Truth=[0.19]
T('4672', '4669') Truth=[0.67]
T('1644', '1643') Truth=[0.39]
T('306', '682') Truth=[0.33]
T('2115', '423') Truth=[0.67]
T('1678', '414') Truth=[0.67]
T('1644', '1645') Truth=[0.5]
T('3864', '2007') Truth=[0.53]
T('1908', '3877') Truth=[0.67]
T('2867', '387') Truth=[0]
T('68', '230') Truth=[0.22]
T('1481', '1782') Truth=[0.33]
T('4650', '4037') Truth=[0]
T('4650', '4033') Truth=[0]
T('1643', '1644') Truth=[0.28]
T('1643', '1645') Truth=[0.14]
T('2067', '2291') Truth=[0.47]
T('1899', '492') Truth=[0.26]
T('3865', '2007') Truth=[0.53]
T('2855', '3912') Truth=[0]
T('2709', '2641') Truth=[0]
T('2844', '1425') Truth=[0.31]
T('2143', '3514') Truth=[0]
T('69', '230') Truth=[0.29]
T('2932', '4361') Truth=[0.24]
T('4205', '1058') Truth=[0.38]
T('2533', '2900') Truth=[0.49]
T('2446', '3553') Truth=[0.43]
T('631', '3808') Truth=[0]
T('2932', '3915') Truth=[0.24]
T('2344', '3846') Truth=[0.67]
T('3073', '416') Truth=[0.47]
T('111', '393') Truth=[0.67]
T('1814', '1473') Truth=[0.67]
T('559', '2541') Truth=[0.25]
T('4527', '1626') Truth=[0.67]
T('2161', '3359') Truth=[0.67]
T('86', '2204') Truth=[0]
T('255', '3019') Truth=[0.32]
T('2533', '2904') Truth=[0.34]
T('3030', '4818') Truth=[0.67]
T('2533', '2906') Truth=[0.34]
T('2533', '2907') Truth=[0]
T('491', '1905') Truth=[0]
T('3935', '3480') Truth=[0.45]
T('726', '3646') Truth=[0]
T('3251', '3595') Truth=[0.49]
T('3124', '3340') Truth=[0.67]
T('1478', '2329') Truth=[0]
T('1371', '2677') Truth=[0.47]
T('496', '4128') Truth=[0.67]
T('1393', '1965') Truth=[0.37]
T('2932', '3930') Truth=[0.24]
T('2736', '2341') Truth=[0.42]
T('3496', '4641') Truth=[0]
T('3070', '3064') Truth=[0.67]
T('3422', '3305') Truth=[0.44]
T('3070', '3065') Truth=[0.67]
T('3070', '3067') Truth=[0.67]
T('3935', '3478') Truth=[0.45]
T('1816', '4504') Truth=[0.07]
T('1816', '4506') Truth=[0.15]
T('1618', '4265') Truth=[0.54]
T('1303', '1307') Truth=[0.67]
T('1368', '2781') Truth=[0.45]
T('2147', '2250') Truth=[0]
T('1491', '2114') Truth=[0]
T('2712', '3048') Truth=[0.4]
T('4164', '4546') Truth=[0.35]
T('3525', '4312') Truth=[0.67]
T('1990', '249') Truth=[0.43]
T('2861', '1262') Truth=[0.67]
T('255', '3048') Truth=[0.24]
T('4460', '3217') Truth=[0.32]
T('3404', '2250') Truth=[0]
T('1702', '3633') Truth=[0.22]
T('4922', '2652') Truth=[0]
T('3803', '4599') Truth=[0.59]
T('4027', '530') Truth=[0.58]
T('2630', '2629') Truth=[0.8]
T('2304', '3481') Truth=[0]
T('89', '2204') Truth=[0]
T('3741', '495') Truth=[0.18]
T('2509', '1937') Truth=[0]
T('4231', '2870') Truth=[0.33]
T('2256', '4474') Truth=[0.31]
T('1367', '2735') Truth=[0.28]
T('3412', '3411') Truth=[0.67]
T('4046', '2444') Truth=[0]
T('4412', '398') Truth=[0.38]
T('1587', '3200') Truth=[0.17]
T('1547', '1937') Truth=[0]
T('2867', '93') Truth=[0]
T('4024', '4471') Truth=[0]
T('1287', '3259') Truth=[0.59]
T('4024', '4472') Truth=[0]
T('2692', '4520') Truth=[0.24]
T('1811', '1467') Truth=[0]
T('2630', '2634') Truth=[0.67]
T('3078', '1236') Truth=[0.67]
T('4027', '3108') Truth=[0.67]
T('1838', '4293') Truth=[0.32]
T('2931', '3908') Truth=[0]
T('4505', '4941') Truth=[0.53]
T('3540', '4990') Truth=[0.31]
T('2633', '3936') Truth=[0]
T('2792', '1196') Truth=[0.59]
T('263', '1192') Truth=[0.67]
T('3422', '2870') Truth=[0.22]
T('3111', '4791') Truth=[0.3]
T('4716', '1198') Truth=[0]
T('4999', '3928') Truth=[0.57]
T('3805', '4520') Truth=[0.5]
T('1367', '1425') Truth=[0.24]
T('2709', '1384') Truth=[0]
T('4967', '845') Truth=[0.59]
T('4950', '4079') Truth=[0.52]
T('4460', '1481') Truth=[0.49]
T('1000', '2673') Truth=[0]
T('2014', '2039') Truth=[0.67]
T('1714', '1719') Truth=[0.67]
T('1714', '1716') Truth=[0.67]
T('1714', '1717') Truth=[0.67]
T('4285', '2207') Truth=[0]
T('1975', '464') Truth=[0]
T('1395', '1921') Truth=[0.53]
T('3514', '3117') Truth=[0.67]
T('2014', '2040') Truth=[0.67]
T('4360', '1743') Truth=[0]
T('2538', '3372') Truth=[0]
T('843', '4405') Truth=[0.49]
T('87', '2204') Truth=[0.25]
T('2664', '4001') Truth=[0.18]
T('1902', '4388') Truth=[0]
T('2664', '4000') Truth=[0.11]
T('1902', '4389') Truth=[0.39]
T('4046', '3742') Truth=[0.67]
T('102', '3908') Truth=[0.48]
T('2014', '2043') Truth=[0.67]
T('3064', '519') Truth=[0]
T('4460', '1470') Truth=[0.4]
T('2085', '2083') Truth=[0.67]
T('412', '2486') Truth=[0.59]
T('3177', '1849') Truth=[0.67]
T('3073', '495') Truth=[0.31]
T('2508', '2441') Truth=[0.47]
T('1006', '1388') Truth=[0.3]
T('2643', '1226') Truth=[0.2]
T('68', '3741') Truth=[0.3]
T('2147', '4046') Truth=[0]
T('1816', '620') Truth=[0.67]
T('811', '2175') Truth=[0.67]
T('2932', '1349') Truth=[0.24]
T('3404', '4046') Truth=[0]
T('1950', '4685') Truth=[0.54]
T('2932', '1343') Truth=[0.24]
T('726', '1863') Truth=[0]
T('183', '324') Truth=[0]
T('3011', '317') Truth=[0.59]
T('4535', '1552') Truth=[0.67]
T('3404', '116') Truth=[0.3]
T('3307', '1266') Truth=[0.67]
T('1997', '4169') Truth=[0]
T('4865', '336') Truth=[0.21]
T('4497', '3717') Truth=[0]
T('662', '2125') Truth=[0.51]
T('187', '1188') Truth=[0]
T('4471', '4472') Truth=[0.38]
T('2932', '1350') Truth=[0.24]
T('273', '3612') Truth=[0.53]
T('1092', '4218') Truth=[0]
T('3896', '3043') Truth=[0.32]
T('1092', '4216') Truth=[0]
T('1817', '4578') Truth=[0.57]
T('1634', '4078') Truth=[0]
T('1634', '4075') Truth=[0]
T('3894', '456') Truth=[0]
T('707', '2551') Truth=[0.67]
T('2910', '782') Truth=[0.67]
T('2932', '2655') Truth=[0.24]
T('1338', '1802') Truth=[0.67]
T('3248', '1055') Truth=[0.34]
T('1702', '1060') Truth=[0.17]
T('1702', '1065') Truth=[0.17]
T('3896', '3051') Truth=[0.15]
T('3917', '260') Truth=[0.59]
T('1702', '1064') Truth=[0.17]
T('2147', '116') Truth=[0]
T('1237', '3029') Truth=[0.54]
T('1816', '3246') Truth=[0.57]
T('2229', '1791') Truth=[0.67]
T('2229', '1792') Truth=[0.67]
T('1780', '4002') Truth=[0.67]
T('2932', '3992') Truth=[0.24]
T('1702', '1058') Truth=[0.17]
T('2645', '3850') Truth=[0.67]
T('2633', '2671') Truth=[0]
T('4332', '3048') Truth=[0.29]
T('3892', '456') Truth=[0]
T('2902', '3471') Truth=[0]
T('4471', '4447') Truth=[0.55]
T('3888', '3155') Truth=[0]
T('625', '3048') Truth=[0.29]
T('491', '1026') Truth=[0]
T('3896', '418') Truth=[0.19]
T('1484', '3585') Truth=[0.54]
T('4106', '2673') Truth=[0]
T('625', '495') Truth=[0.16]
T('4335', '4336') Truth=[0.67]
T('187', '324') Truth=[0]
T('2932', '1313') Truth=[0.24]
T('4231', '3305') Truth=[0.67]
T('2633', '2654') Truth=[0]
T('4865', '4202') Truth=[0.41]
T('3200', '2870') Truth=[0.38]
T('2419', '4385') Truth=[0.67]
T('2901', '3470') Truth=[0.67]
T('2901', '3471') Truth=[0]
T('1789', '1792') Truth=[0.67]
T('1945', '818') Truth=[0.67]
T('1000', '4457') Truth=[0.56]
T('1789', '1791') Truth=[0.67]
T('4205', '1060') Truth=[0.38]
T('74', '3646') Truth=[0]
T('4205', '1065') Truth=[0.38]
T('625', '3073') Truth=[0.46]
T('4205', '1064') Truth=[0.38]
T('530', '643') Truth=[0.59]
T('2219', '3601') Truth=[0.59]
T('69', '3741') Truth=[0.43]
T('2329', '1479') Truth=[0.54]
T('1123', '3461') Truth=[0.54]
T('2736', '1028') Truth=[0.49]
T('2902', '3470') Truth=[0.67]
T('3741', '3928') Truth=[0.17]
T('4332', '3019') Truth=[0.38]
T('1197', '3464') Truth=[0.54]
T('185', '324') Truth=[0.67]
T('1483', '2917') Truth=[0]
T('2781', '2476') Truth=[0]
T('2781', '1143') Truth=[0]
T('1483', '2912') Truth=[0]
T('2304', '1547') Truth=[0]
T('1666', '4350') Truth=[0.47]
T('4836', '1343') Truth=[0.67]
T('761', '1043') Truth=[0.67]
T('1854', '818') Truth=[0.67]
T('3111', '2870') Truth=[0.17]
T('4399', '3817') Truth=[0.28]
T('2271', '3601') Truth=[0.47]
T('4024', '3875') Truth=[0]
T('4024', '1215') Truth=[0]
T('3223', '1102') Truth=[0.67]
T('780', '4732') Truth=[0.45]
T('1587', '3915') Truth=[0.16]
T('4716', '4941') Truth=[0]
T('766', '4989') Truth=[0.67]
T('1789', '742') Truth=[0.52]
T('4836', '3992') Truth=[0.67]
T('3481', '1547') Truth=[0]
T('3203', '519') Truth=[0]
T('2775', '1235') Truth=[0.45]
T('2229', '742') Truth=[0.52]
T('4231', '3189') Truth=[0.67]
T('4836', '2655') Truth=[0.67]
T('1040', '3336') Truth=[0.59]
T('2487', '2441') Truth=[0.59]
T('1608', '2438') Truth=[0.67]
T('1080', '1953') Truth=[0.54]
T('3805', '3928') Truth=[0.44]
T('1587', '3930') Truth=[0.16]
T('1557', '849') Truth=[0]
T('811', '4424') Truth=[0.18]
T('4705', '3772') Truth=[0.54]
T('4836', '1313') Truth=[0.67]
T('2261', '3751') Truth=[0]
T('2932', '4202') Truth=[0.17]
T('1899', '1198') Truth=[0.1]
T('1964', '1256') Truth=[0.67]
T('2803', '2247') Truth=[0.58]
T('3750', '3636') Truth=[0]
T('3422', '3189') Truth=[0.44]
T('185', '3481') Truth=[0.37]
T('3271', '4474') Truth=[0.39]
T('4865', '126') Truth=[0.67]
T('3266', '4574') Truth=[0.67]
T('3684', '979') Truth=[0]
T('2692', '495') Truth=[0.24]
T('2807', '3530') Truth=[0.3]
T('3848', '4756') Truth=[0.47]
T('4046', '116') Truth=[0.3]
T('1171', '4802') Truth=[0.67]
T('3264', '4595') Truth=[0.67]
T('1603', '2438') Truth=[0.67]
T('4073', '4571') Truth=[0.67]
T('582', '3124') Truth=[0.57]
T('1816', '410') Truth=[0.67]
T('286', '3130') Truth=[0.67]
T('4245', '1250') Truth=[0.33]
T('4529', '1466') Truth=[0]
T('2230', '3250') Truth=[0.67]
T('3614', '2212') Truth=[0.51]
T('4529', '1467') Truth=[0]
T('2781', '1116') Truth=[0.56]
T('2898', '2899') Truth=[0.53]
T('2239', '1450') Truth=[0.67]
T('62', '1694') Truth=[0.35]
T('1139', '1386') Truth=[0]
T('1938', '2071') Truth=[0.59]
T('1816', '444') Truth=[0.42]
T('4865', '4050') Truth=[0.67]
T('183', '3481') Truth=[0]
T('4234', '3118') Truth=[0.33]
T('2440', '2917') Truth=[0]
T('3678', '3677') Truth=[0.67]
T('3678', '3670') Truth=[0.67]
T('3200', '1380') Truth=[0.27]
T('756', '2458') Truth=[0.67]
T('3248', '2182') Truth=[0.28]
T('3248', '2185') Truth=[0.25]
T('4497', '3506') Truth=[0.5]
T('3677', '3680') Truth=[0.67]
T('631', '2147') Truth=[0.2]
T('3677', '3681') Truth=[0.67]
T('2440', '2912') Truth=[0]
T('3158', '3641') Truth=[0.67]
T('610', '1900') Truth=[0]
T('3172', '4720') Truth=[0.57]
T('4836', '3930') Truth=[0.67]
T('4024', '3805') Truth=[0]
T('3', '4388') Truth=[0]
T('3', '4389') Truth=[0.3]
T('766', '3636') Truth=[0.49]
T('3678', '3681') Truth=[0.67]
T('1480', '2917') Truth=[0]
T('3678', '3680') Truth=[0.67]
T('4625', '4257') Truth=[0.42]
T('1480', '2912') Truth=[0]
T('2776', '2527') Truth=[0]
T('2366', '896') Truth=[0.67]
T('3176', '868') Truth=[0.28]
T('1916', '3646') Truth=[0.4]
T('2366', '895') Truth=[0.67]
T('853', '2156') Truth=[0.67]
T('2366', '898') Truth=[0.67]
T('2840', '4425') Truth=[0.67]
T('1587', '1343') Truth=[0.16]
T('1587', '1349') Truth=[0.16]
T('4046', '3612') Truth=[0.53]
T('2366', '893') Truth=[0.67]
T('4320', '1278') Truth=[0.67]
T('4320', '1275') Truth=[0.67]
T('2142', '2135') Truth=[0.67]
T('2959', '3530') Truth=[0.45]
T('3315', '136') Truth=[0.54]
T('2366', '889') Truth=[0.67]
T('3422', '1410') Truth=[0.13]
T('2900', '2899') Truth=[0.62]
T('3864', '682') Truth=[0.26]
T('1476', '4802') Truth=[0.67]
T('2110', '368') Truth=[0.67]
T('87', '4447') Truth=[0.12]
T('2744', '1639') Truth=[0.57]
T('559', '3488') Truth=[0.22]
T('89', '4421') Truth=[0]
T('2932', '336') Truth=[0.1]
T('2366', '881') Truth=[0.67]
T('2335', '3809') Truth=[0.58]
T('1587', '3992') Truth=[0.16]
T('2477', '3080') Truth=[0]
T('2366', '880') Truth=[0.67]
T('4175', '3817') Truth=[0.43]
T('758', '3717') Truth=[0]
T('1491', '2882') Truth=[0]
T('3111', '3305') Truth=[0.3]
T('3535', '1874') Truth=[0.67]
T('780', '1634') Truth=[0.67]
T('2300', '3349') Truth=[0.67]
T('534', '1965') Truth=[0.47]
T('1847', '4015') Truth=[0.67]
T('4705', '4234') Truth=[0.54]
T('322', '4000') Truth=[0.35]
T('86', '4447') Truth=[0]
T('2869', '1917') Truth=[0.59]
T('410', '1643') Truth=[0]
T('410', '1644') Truth=[0]
T('410', '1645') Truth=[0]
T('3080', '3636') Truth=[0]
T('4865', '4913') Truth=[0.67]
T('4865', '4911') Truth=[0.67]
T('4799', '2207') Truth=[0.67]
T('3888', '3869') Truth=[0]
T('326', '2260') Truth=[0.45]
T('1478', '4802') Truth=[0]
T('1092', '1857') Truth=[0.67]
T('1446', '3019') Truth=[0.49]
T('3116', '1554') Truth=[0.45]
T('87', '4421') Truth=[0.08]
T('620', '2282') Truth=[0.52]
T('3208', '519') Truth=[0]
T('1587', '1350') Truth=[0.16]
T('4865', '4916') Truth=[0.67]
T('3772', '4705') Truth=[0.45]
T('733', '4400') Truth=[0.56]
T('223', '2572') Truth=[0.13]
T('1990', '2236') Truth=[0]
T('89', '4471') Truth=[0]
T('4189', '211') Truth=[0]
T('1040', '754') Truth=[0]
T('4836', '1380') Truth=[0.24]
T('3950', '3923') Truth=[0.51]
T('3950', '3926') Truth=[0.6]
T('1636', '1630') Truth=[0.67]
T('1636', '1633') Truth=[0.67]
T('89', '4472') Truth=[0]
T('4865', '4905') Truth=[0.67]
T('4380', '4477') Truth=[0.67]
T('1570', '629') Truth=[0.57]
T('742', '1235') Truth=[0.52]
T('172', '977') Truth=[0.58]
T('4024', '2575') Truth=[0]
T('223', '2564') Truth=[0.13]
T('1517', '3902') Truth=[0.45]
T('3073', '2421') Truth=[0.42]
T('1041', '3336') Truth=[0.47]
T('2688', '2719') Truth=[0.56]
T('2963', '4739') Truth=[0.58]
T('1696', '3530') Truth=[0.33]
T('2844', '2652') Truth=[0]
T('825', '398') Truth=[0.38]
T('853', '3461') Truth=[0.45]
T('1583', '4405') Truth=[0.42]
T('559', '872') Truth=[0.37]
T('2919', '565') Truth=[0.47]
T('4320', '2558') Truth=[0.59]
T('89', '4447') Truth=[0]
T('87', '4471') Truth=[0.08]
T('4546', '1250') Truth=[0.43]
T('3463', '3557') Truth=[0.67]
T('87', '4472') Truth=[0.09]
T('3010', '181') Truth=[0.67]
T('1702', '1704') Truth=[0.67]
T('1587', '2655') Truth=[0.16]
T('1702', '1703') Truth=[0.67]
T('846', '2260') Truth=[0.58]
T('912', '3640') Truth=[0.59]
T('1475', '4802') Truth=[0.67]
T('1702', '1700') Truth=[0.67]
T('2692', '3928') Truth=[0.23]
T('2775', '4315') Truth=[0.54]
T('3771', '4705') Truth=[0]
T('86', '4472') Truth=[0]
T('86', '4471') Truth=[0]
T('2241', '4474') Truth=[0.31]
T('4836', '1349') Truth=[0.67]
T('3733', '4357') Truth=[0.37]
T('766', '1856') Truth=[0.64]
T('1587', '1313') Truth=[0.16]
T('2637', '4245') Truth=[0.4]
T('4836', '1350') Truth=[0.67]
T('3296', '2460') Truth=[0.29]
T('1041', '754') Truth=[0]
T('38', '3717') Truth=[0]
T('2238', '4559') Truth=[0]
T('3512', '3891') Truth=[0.59]
T('3478', '3480') Truth=[0.67]
T('4342', '1022') Truth=[0.58]
T('3741', '69') Truth=[0]
T('2511', '1799') Truth=[0.4]
T('89', '1434') Truth=[0]
